1,2,3,4,5
여기 진천 선수촌 수영장인데요. 여자탈의실에 몰래카메라를 발견했어요.,몰래카메라가 어디에 있었나요?,탈의실 캐비넷 위에 있었어요. ,그래 하기 싫은 일은 억지로 할 필요 없어.. 자기 언제든 관두고 싶으면 관둬도 돼!,니가 이 남편을 위해 이렇게까지 노력을 하는데 내가 우찌 포기하겠노? 그래! 내가 니를 위해서라도 포기안한다. 이리 와봐라!
"여기 롯데월드인데요, 지금 사람이 놀이기구를 타다가 떨어졌어요. ",롯데월드 어느 놀이기구 말씀하시는 거세요? ,롯데월드 회전그네요. 빨리 구급차좀 보내주세요. ,내가 자장면 외상값 한번 받으려면 몇 번을 찾아가야 하는지 알아요? 받을 때까지야!,근데?
진천 종합 체육관인데요. 지금 선수가 팔이 꺾였어요. ,팔이 완전 꺾인건가요? ,네 ,그리고 나 검정고시도 봐요!,뭐?
사람이 열차에 치였어요. ,위치가 어디신가요?,을지로 3가역 1-1번 플랫폼이요. ,봤냐? 쪽팔리게.. ,쪽팔리기는~ 처음에 그 정도면 잘한 거지..
여기 사고가 났어요. ,어떤 사고 인가요?,에스컬레이터가 고장이 나서 사람 한명이 에스컬레이터 안으로 빨려들어갔어요. ,자기야! 니는 지푸라기 집에서 살고 싶나? 벽돌집에서 살고 싶나?,뭔 소리야?
여기 서울 공원 바이킹있는 곳인데요. ,네 말씀하세요. ,바이킹 놀이기구가 떨어졌어요. 안에 타고 있는 사람들 모두 다친거 같아요.,나 라면 끊었어!,똥개가 똥을 끊지.. 니가 라면을 끊어!
"삼성역 앞에 사거리인데요, 버스에 사람이 치였어요. ",삼성역 앞 사거리에서요? ,"네, 무단횡단을 하다가 버스에 박은거 같아요. 빨리좀 와주세요. ",남편이 돈 많이 벌어다주모 편하게 집에서 돈 펑펑 써가며 살면 얼마나 좋냐? 둘째도 낳아야지?,둘째? 난 맨날 집에서 애나 보라 이거야?
"지금 여기 보령 머드 축제 공연장인데요, 지금 한명이 크게 다쳤어요. ",어떻게 다치신건가요? ,"머드에 미끄러져서 넘어졌는데, 지금 움직이질 못하고 있네요. ",좋은 생각만 해라! 태교에 안 좋아!,그럼 손가락 빨고 살거야? 분유값 감당할 수 있어? 두고 봐! 그냥은 못 물러나니까!
여기 캘리포니아 3street 에서 크레인이 쓰러졌어요. ,위치를 다시한번 말씀해주세요. ,캘리포니아 3street요. 빨리 구급차를 보내주세요. ,그냥 못하겠다고 해야겠지?,"지금, 굴러온 호박을 날리시겠다?"
지금 사람이 떨어졌어요. ,위치를 말씀해주시겠습니까?,"강릉 해수욕장 놀이기구 센터인데요, 여기서 지금 줄이 끊어져서 사람들이 떨어졌어요. ",떨어 졌는데요 뭘. ,"아니야, 뭐랄까- 한 떨기 만개한 장미꽃이랄까-? 수선화랄까-? "
"여기 잠실 카트 체험장인데요, 어린아이가 카트에 깔렸습니다.",체험장 주소좀 알려주시겠어요?,서울특별시 송파구 잠실동 1 잠실 카트 체험장이요. ,저 아주 쓸 만한 친구를 하나 봐놓긴 했는데.. ,지금 찬밥 더운밥 가릴 처지냐? 당장 합류시켜!
"강남역 지하철인데요, 사람이 전동차에 끼었어요. ",자세한 위치좀 알려주시겠어요?,2호선 2-4번 플랫폼이요. ,조금만 참아라! 내가 호강시켜줄게!,뭔 수로? 뭐 인권 변호사? 당신이? 언제부터? 지금 우리 식구 인권이 땅에 떨어졌어!
여기 샌프란시스코 공항에서 항공기가 충돌했습니다. ,항공기가 어떻게 충돌을 한거죠? ,착륙과정에서 동체가 활주로에 부딪혔어요. ,야밤에 선글라스를 끼니까 깜깜하지 이놈아! ,아이씨! 왜 때려요!
은행 강도가 들었어요. 베이징 시내에 있는 베이징 은행입니다.,베이징은행 위치가 어디신데요?,베이징 중앙빌딩 1층이예요. 8명의 남성이 총을 들고 들어왔어요.,어르신 그게 아니고요- ,망할 놈의 집구석! 
"여기수원역 인데요, 지금 여기 불이 났어요. ",혹시 위치가 어디쯤이죠?,수원역 분당선 3-1번 플랫폼이요.,"네, 그렇죠. 근데 이게요- 상황이 조금 애매~해서!","아니, 변호사님도 저희 차별하시는 겁니까-"
"좌회전하는 차가 사람을 피하다 차량이 굴렀는데, 빨리 좀 와주셔야 겠어요. ",알겠습니다. 위치가 어디시라고요?,야탑 사거리요 ,만져요? 뭐를? 난 안 만졌는데?,뭐 이딴 놈이 다 있어-
여기 청계산을 올라가다가 할머니 한분이 쓰러지셨어요.,혹시 정확한 위치는 모르시나요?,지금 여기가 청계산 5번 지점입니다.  ,애는요-? 애는 몇 살인데-?,일곱 살이요. 
여기 용산구 삼육빌라 인데요. 가방에서 사람 시체가 발견됬어요. ,주소가 어디시라고요? ,용산구 삼육빌라 앞이요.,니 뒤로 가면 다 니 따라가는 거냐? ,그럼 앞으로 가- 
자꾸 스토킹 하는 사람이 있어서요.,스토킹이요? 주소가 어떻게 되시나요?,서울 용산구 이태원동 3-34번지 1층이요.,"그래서 밥 주겠다는 거야, 안 주겠다는 거야?",부엌에 굴전 만들어 놨으니까 데워 먹어. 
친구가 집단 구타를 당했어요.,위치가 어디시죠?,일산 중학교 에요. ,"그래, 잘 생각했어. 참, 가기 전에 돈 붙이고 가는 거 잊지말구.",군대 가는 사람이 무슨 돈이 있다구... ?
길가에서 집단 폭행을 당하고 있는 사람이 있거든요,위치가 어디세요?,여기가 연세대학교 앞인데요. 술을 먹고 한사람이 맞고 있는거 같아요.,네. ,"사랑은 말이야. 나중에 받을 걸 계산해서 빌려주는 게 아니야, 그래서 더욱 되돌려 받을 수가 없는 거구.  "
집단 폭행을 당했습니다. ,위치가 어디신가요?,"지금 병원인데요, 1분전에 김창렬이라는 학생한테 맞았거든요. 사진도 찍어갔어요. ",아무리 생각해도 너 말고는 나한테 원한 가질 사람이 없어. ,"왜, 무슨 일 있어요? 난 그냥 하느님한테 열심히 기도만 했는데·"
학교 선생님이 자꾸 여학생들을 만져요.,학교 이름이 어떻게 되시나요? ,여주에 있는 여주여고에요. ,"알아. 그리고.. 이거 해결해야 사랑이든, 추억이든 다시 만들 수 있을 거 같애.",그래. 너 그렇게 맘 먹은 거 나쁘지 않네. 잘 해봐라! 
"여기가 용인 건설현장인데요, 크레인이 무너졌어요. ",자세한 위치좀 알려주시겠습니까?,경기도 용인시 수지구 풍덕천1동 수지로342번길9 이요. ,너 많이 변했구나. 이런 애가 아니었는데. ,선배 도움이 컸어요. 당신이 날 그렇게 대했으니까. 이번엔 그냥 넘어가지 않겠어! 절대로!
경찰관이 쓰러졌어요. ,위치가 어디신가요?,이태원 파출소 입니다. ,그럼 힘으로 여자를 범하는 건 괜찮구요. ,니가 먼저 날 유혹했어. 그 날 넌 나시에 나풀거리는 원피스차림이었다.
편의점에 도둑이 들었습니다. ,편의점 주소가 어떻게 되시나요?,서울특별시 용산구 서계동 220-4 서욱역 서부 GS25시입니다. ,뭐야? 그것 때문에 온 거야? 너도 참 하하하.,장난 아니니까 진심으로 대답해줘. 
강남역 화장실인데 어떤 사람이 칼을 가지고 휘두르고 있어요. ,강남역 어느쪽 화장실이세요?,신분당선 쪽 화장실이요,"그래, 얼굴엔 아주 욕심이 더덕 더덕 붙었고 성격도 더러울 거야. ",그치? 그렇겠지?
인천 공항에서 폭탄이 터졌습니다. ,정확한 위치가 어디쯤인가요?,인천 공항 8번 게이트 앞쪽에서 폭팔이 있었어요. ,그거 말고 결혼한다며.,"얘야, 아직 상견례도 안 했는데, 나 졸업은 하고 난 다음에·"
집 앞 쓰레기 봉투에 사람 시신이 있어요. ,집 위치가 어디신가요?,경기도 광주시 오포읍 신현리 329 오포 아파트 입니다. ,"얘가? 당근이 여자 몸에 얼마나 좋다고.. 피부 예뻐지지, 건강에 좋지. 일설에 의하면 가슴도 커진데..",피~ 익힌 당근은 이상해. 
배가 침몰하고 있어요. ,위치가 어디신지 스마트폰으로 좌표를 보내주실수 있나요?,"네, 어디로 보내면 될까요?",남의 카드 고지서는 왜 훔쳐보는데? 돈 내줄 것도 아니면서. ,"뭐, 니가 그리 말하면 난 할 말 없다만.. 근데.. 니가 안 사다 받쳐도 그 놈아 잘 살 수 있을 걸. "
트럭이 사람들을 치었어요. ,지금 위치가 어디신가요?,서울 광화문 광장이요. 트럭이 사람들을 향해 돌진하고 있어요. ,그걸 왜 나한테 물어 봐?,무슨 말 없었어?
신라호텔입니다. 호텔 20층에서 지금 화재가 발생했어요. ,호텔 주소가 어떻게 되나요?,서울특별시 중구 장충동 동호로 249 입니다. ,"아니.. 네, 조금 빨라요. ",들어줄까?
아이가 집 배란다에서 떨어졌어요. ,집 주소가 어떻게 되시나요?,경기도 성남시 분당구 판교동 585 판교 원한림 풀에버 아파트 1동이요,제발 이상한 상상하지마.,"아니야, 너 게이 맞아. 그래서 나랑 사랑 만들어가는 게 두려웠던 거야. "
집에 할머니가 쓰러져 있어요. 빨리 와주세요. ,집 주소가 어떻게 되나요?,경기도 성남시 분당구 판교동 판교원로 255 원마을 상록 아파트 202동 3호요,"딴 여자가 생겼거나, 니가 싫어져서 그러는 건 아니야. 그리고, 니가 나한테 잘해준 거, 그거 다 인정해. 근데 그게 문제였던 거야. 왠지 너한테는 계속 받기만 할 것 같아",그럼 그냥 지금처럼 받기만 해 난 괜찮아. 
아이가 계단에서 굴렀어요. 머리를 심하게 다친것 같아요. ,집 주소가 어떻게 되시나요?,경기도 성남시 분당구 판교동 서판교로 73 판교 원마을 아파트 3동 204호요,난 매일 너를 봤어. 이제 만날 준비 다 끝냈는데 먼저 와버렸네.,"그러게, 넌 항상 그 모양이라니까."
욕실에서 미끄러졌는데 허리를 다쳐서 움직이질 못하겠어요. ,원래 허리가 안좋으셨나요?,"네, 허리디스크가 있습니다. ",왜? 어서 오세요..,아는 친구가 있는데 소개 시켜줄까 해서.. 내가 너한테 좀 미안한 것도 있고. 만나 볼 꺼지?
지금 집에 불이 났어요. 빨리좀 와주세요. ,집 주소가 어떻게 되시나요?,경기도 성남시 분당구 정자1동 정자일로 248 분당 뷰파크 아파트 2층 이에요. ,한턱갖고는 안되겠습니다. ,그럼 오늘 한잔부터 하시죠~
집에서 아이가 자살을 했어요. ,주소가 어떻게 되시나요?,경기도 성남시 분당구 정자동 느티마을 아파트 4동 2호 입니다. ,이봐요! 부장님! 당신 인생 그렇게 살지 마! ,뭐?
집 앞에서 이상한 사람이 소리를 치고 난동을 부리고 있어요. ,집 주소가 어떻게 되시나요?,경기도 성남시 분당구 정자동 22 한솔마을 주공아파트 5단지 입니다. ,내 말 잘 들어! 자넬 죽이기로 한 놈이랑 연락이 안 돼. 지금 당장 거길 떠. 어서!,여보세요? 여보세요!!!
집에 모르는 사람이 들어오려고 해요. 빨리좀 와주세요. ,주소가 어떻게 되시나요??,경기도 성남시 분당구 정자동 9 분당 아이파크 3단지 아파트 2호요,그럼! 내가 당신에 대해서 모르는 게 뭐 있어!,그럼....나 죽으려고 했던 것도 알아? 
지금 열이 너무 많이 나서 움직일수가 없어요.  ,선생님 지금 몸이 많이 안좋으신가요?,"네, 병원을 가야할것 같아요. ",그것도 몰랐어? 당신! 내가 좋아하는 색깔이 뭔지는 알아?,당연하지.... 그게 중요해?
지금 허리가 아파서 움직일 수가 없어요. ,선생님 허리를 다치신건가요?,네,우와.. 축하해 이제 백수 탈출이네,근데 나 내일 면접이야. 
지금 집에 물이차서 나갈수가 없어요. 빨리좀 와주세요. ,선생님 지금 연세가 어떻게 되시나요?,구십이요,너도 그때 왔을 때 보다 지금이 더 예쁠 거야.,나 사실 짝엉덩이다..
지금 제가 위치가 어디인지 모르겠어요. 저 좀 구해주세요. ,지금 주변에 보이는게 없으세요?,비닐하우스 밖에 보이는게 없어요. ,이러다 큰일 나! 가이드 전화번호 알지?,거의 다 온 거 같은데....
"집에 지금 화재가 났는데, 제가 움직일 수가 없어요. 빨리좀 와주세요. ",집 주소가 어떻게 되나요?,강원도 원주시 단계동 105-1 3층 2호 예요. ,얘기를 길게 할 만큼 재밌는 인생이 아니라서...,그런 게 어딨어요?
다리가 아파서 병원을 갈수가 없어요. ,선생님 지금 연세가 어떻게 되시나요?,팔십 둘이야. ,"실수로 물 한 번 먹었다가, 진짜 죽을 뻔 했어. ",왜 그래 당신?
지금 몸이 많이 안좋은데 일로좀 와줄수 있어요?,선생님 연세가 어떻게 되세요?,칠십둘,먹긴 뭘 먹어. 그냥 씻고 나가자.... ,어차피 호텔비에 포함이잖아.
목욕탕에 쓰러지신 분이 있어요. ,목욕탕 주소좀 알려주세요.,부산광역시 부산진구 범천1동 839-29 조방 해수탕 입니다. ,네?,옷... 맘에 들어요... 잘 자요...
제가 지금 지게차에 깔렸어요. ,위치가 어떻게 되세요?,여기가 부안면 수동리 마을입구 옆에 밭이에요. ,안 피곤해요?,좀 피곤하네요. 계속 돌아다녔더니 살도 많이 탄 거 같아요. 따끔따끔하고..
천안 두정동 원룸인데요. 건물에서 화재가 발생했어요. ,주소좀 알려주실 수 있나요?,충청남도 천안시 서북구 두정동 명도원룸이요.,"아뇨. 오히려 답답했던 무언가 뚫린 기분입니다. 어디서 살았는지 어떻게 살고 있었는지 전혀 몰랐거든요. 왜 제가 이사님께 이런 얘길 하는지 모르겠습니다만, 제가 인간적으로 결여된 건 사실인 것 같습니다. 슬픈 감정이 전혀 없습니다.",그렇군요. 거기 며칠 더 계실 겁니까?
아버지께서 집을 나가셨는데 들어오시지 않으셨어요. 길을 잃으신거 같아요. ,아버지께서 연세가 어떻게 되시나요?,연세가 여든이세요. 아침에 나가셔서 저녁 까지 들어오시지 않으셨어요. ,유학간 아들 하나에 늦둥이 딸 하나 있지요. 대표님은 형제가?,혼잡니다.
"여기 대전 대동역 3번 출구 앞 버스정류장인데요, 할아버지 한분이 쓰러지셨어요. ",어떻게 쓰러지셨나요?,버스에서 미끄러지면서 땅바닥으로 떨어지셨어요. ,나가라구!,라면 먹고 싶다며? 불겠다. 빨리 와~
지금 가슴이 답답하고 숨이 차요. 움직일수가 없어요. ,지금 어디세요?,집이예요. ,삐졌어? 얼른 갔다 와.,나도 좀 쉬자..
